0.008283	0.582146	0.527775	0.177998	0.426426	0.16933	0.089353	0.722808	0.319672	0.159091	A
0.034554	0.587575	0.478166	0.18002	0.365194	0.152414	0.060868	0.676539	0.286885	0.159091	B
0.022327	0.896839	0.78791	0.169763	0.424302	0.208731	0.318988	0.813588	0.65847	0	A
0.194708	0.561652	0.516415	0	0	1	1	0.974398	0.387978	1	B
0.013021	0.430377	0.386555	0.194819	0.403062	0.202299	0.111764	0.791499	0.663934	0.625	B
0.04973	0.549266	0.471183	0.186291	0.421373	0.001773	0.050896	0.336178	0.169399	0.25	B
0.019477	0.400285	0.242626	0.113381	0.278474	0.280064	0.341562	0.878096	0.674863	0.295455	B
0.052322	0.539364	0.483689	0.201793	0.466784	0.044668	0.056808	0.418005	0.661202	0.647727	A
0.086121	0.543259	0.410943	0.17325	0.378305	0.126434	0.214077	0.623243	0.655738	0.431818	A
0.132017	0.509567	0.370401	0.32253	0.806123	0.031957	0.009939	0.240211	0.63388	0.306818	B
0.210004	0.395092	0.347473	0.221193	0.113455	0.429237	0.261985	0.900519	0.677596	0.261364	B
0.011839	0.657497	0.646691	0.149572	0.299202	0.225368	0.193647	0.796687	0.221311	0.181818	B
0.01163	0.454816	0.374362	0.203933	0.466857	0.144894	0.20862	0.669177	0.672131	0.136364	A
0.040682	0.525523	0.492965	0.243465	0.27569	0.137652	0.08146	0.642068	0.838798	0.136364	A
0.001967	0.085623	0.121105	0.326193	0.791914	0.059912	0.071749	0.357346	0.833333	0	A
0.245739	0.441684	0.396248	0.198248	0.264557	0.100909	0.151585	0.582999	0.655738	0.215909	A
0.018484	0.384013	0.318082	0.256564	0.330623	0.067661	0.047421	0.512216	0.672131	0.068182	A
0.343232	0.407509	0.31506	0.195493	0.488611	0.076017	0.090425	0.491466	0.251366	0.431818	B
0.069147	1	0.897238	0.170144	0.425255	0.17447	0.289561	0.734438	0.530055	0.090909	B
0.051776	0.721065	0.563314	0.256623	0.129935	0.397559	0.144082	0.891734	0.677596	0.272727	A
0.004797	0.46454	0.38791	0.133367	0.321395	0.08759	0.075549	0.551623	0.513661	0.170455	A
0.026906	0.39186	0.323502	0.190775	0.394346	0.070902	0.058334	0.502175	0.650273	0.102273	A
0.143399	0.600097	0.518395	0.222746	0.466784	0.090704	0.075841	0.533384	0.693989	0	A
0.35815	0.680981	0.539969	0.082259	0.013843	0.171026	0.260491	0.645248	0.508197	0.136364	B
0.009495	0.586527	0.568317	0.12267	0.243243	0.175559	0.196408	0.697289	0.308743	0.284091	B
0.001003	0.392562	0.357269	0.4001	1	0	0	0	0.672131	0.102273	A
0.007389	0.092282	0	0.182628	0.456456	0.157707	0.029557	0.699883	0.513661	0.034091	A
0.006565	0.483849	0.368108	0.183947	0.208599	0.18432	0.206574	0.701556	1	0.386364	B
0.440785	0.488713	0.41876	0.259641	0.534974	0.062369	0.049955	0.442353	0.084699	0.068182	A
0.054984	0.447498	0.40667	0.207918	0.447374	0.106556	0.168247	0.574883	0.672131	0.136364	A
0.449972	0.611399	0.465242	0.257414	0.455944	0.203413	0.202124	0.812082	0.677596	0.363636	A
0.003456	0.496816	0.331423	0.068456	0.171098	0.350991	0.298395	0.887216	0.70765	0.193182	B
0.011164	0.474015	0.376863	0.173837	0.296565	0.080677	0.11511	0.544009	0.622951	0.340909	A
0.006525	0.288601	0.231266	0.311189	0.777778	0.075207	0.118358	0.421519	0.349727	0.045455	B
0.262634	0.525659	0.41334	0.139638	0.260382	0.177762	0.151553	0.704568	0.486339	0.261364	A
